epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.5755,1.25811,4.69785,0.00824,0.00642,0.46334,0.05124,0.02986,0.96934,6.31393,0.00806,0.0001,0.0001,0.0001
